participant_id,image,rating,type,detail,number,factor
86b9f945,natural_medium_2_x4.jpeg,1,natural,medium,2,x4
86b9f945,ai_low_2_x4.png,3,ai,low,2,x4
86b9f945,cgi_low_1_x4.jpg,2,cgi,low,1,x4
86b9f945,ai_medium_3_x2.png,4,ai,medium,3,x2
86b9f945,cgi_low_3_x2.png,3,cgi,low,3,x2
86b9f945,ai_high_2_x4.png,2,ai,high,2,x4
86b9f945,natural_low_3_x2.jpg,5,natural,low,3,x2
86b9f945,ai_high_1_x4.png,2,ai,high,1,x4
86b9f945,ai_high_1_x2.png,5,ai,high,1,x2
86b9f945,ai_high_3_x4.png,3,ai,high,3,x4
86b9f945,natural_medium_1_x2.jpeg,4,natural,medium,1,x2
86b9f945,cgi_medium_1_x4.jpeg,2,cgi,medium,1,x4
86b9f945,natural_low_2_x4.jpg,2,natural,low,2,x4
86b9f945,ai_medium_3_x4.png,2,ai,medium,3,x4
86b9f945,cgi_low_1_x2.jpg,4,cgi,low,1,x2
86b9f945,ai_medium_2_x2.png,4,ai,medium,2,x2
86b9f945,natural_high_2_x4.jpeg,2,natural,high,2,x4
86b9f945,cgi_high_3_x2.jpg,5,cgi,high,3,x2
86b9f945,cgi_high_2_x4.jpg,2,cgi,high,2,x4
86b9f945,natural_medium_2_x2.jpeg,4,natural,medium,2,x2
86b9f945,cgi_low_2_x4.jpg,2,cgi,low,2,x4
86b9f945,ai_low_1_x2.png,4,ai,low,1,x2
86b9f945,cgi_medium_1_x2.jpeg,3,cgi,medium,1,x2
86b9f945,natural_high_3_x2.jpeg,3,natural,high,3,x2
86b9f945,ai_high_2_x2.png,4,ai,high,2,x2
86b9f945,cgi_high_1_x2.jpeg,4,cgi,high,1,x2
86b9f945,ai_low_1_x4.png,3,ai,low,1,x4
86b9f945,natural_low_1_x4.jpeg,1,natural,low,1,x4
86b9f945,ai_medium_2_x4.png,2,ai,medium,2,x4
86b9f945,natural_high_3_x4.jpeg,2,natural,high,3,x4
86b9f945,ai_medium_1_x4.png,3,ai,medium,1,x4
86b9f945,natural_medium_1_x4.jpeg,2,natural,medium,1,x4
86b9f945,ai_medium_1_x2.png,4,ai,medium,1,x2
86b9f945,ai_high_3_x2.png,4,ai,high,3,x2
86b9f945,cgi_low_3_x4.png,2,cgi,low,3,x4
86b9f945,cgi_medium_2_x2.jpg,5,cgi,medium,2,x2
86b9f945,natural_low_1_x2.jpeg,4,natural,low,1,x2
bb25fa4c,natural_low_1_x4.jpeg,3,natural,low,1,x4
bb25fa4c,cgi_medium_2_x4.jpg,2,cgi,medium,2,x4
bb25fa4c,ai_high_3_x4.png,3,ai,high,3,x4
bb25fa4c,ai_high_3_x2.png,5,ai,high,3,x2
bb25fa4c,cgi_high_3_x4.jpg,2,cgi,high,3,x4
bb25fa4c,cgi_high_1_x2.jpeg,4,cgi,high,1,x2
bb25fa4c,cgi_low_1_x4.jpg,2,cgi,low,1,x4
bb25fa4c,ai_high_2_x2.png,5,ai,high,2,x2
bb25fa4c,ai_medium_1_x2.png,5,ai,medium,1,x2
bb25fa4c,cgi_high_3_x2.jpg,4,cgi,high,3,x2
bb25fa4c,natural_high_2_x4.jpeg,2,natural,high,2,x4
bb25fa4c,ai_low_2_x2.png,5,ai,low,2,x2
bb25fa4c,ai_low_1_x2.png,5,ai,low,1,x2
bb25fa4c,ai_medium_1_x4.png,3,ai,medium,1,x4
bb25fa4c,ai_high_1_x2.png,4,ai,high,1,x2
bb25fa4c,natural_low_2_x4.jpg,3,natural,low,2,x4
bb25fa4c,cgi_low_3_x2.png,4,cgi,low,3,x2
bb25fa4c,natural_high_2_x2.jpeg,5,natural,high,2,x2
bb25fa4c,ai_medium_3_x4.png,3,ai,medium,3,x4
bb25fa4c,ai_high_2_x4.png,2,ai,high,2,x4
bb25fa4c,ai_low_3_x2.png,5,ai,low,3,x2
bb25fa4c,natural_high_3_x2.jpeg,4,natural,high,3,x2
bb25fa4c,ai_high_1_x4.png,3,ai,high,1,x4
bb25fa4c,ai_low_1_x4.png,2,ai,low,1,x4
bb25fa4c,cgi_medium_1_x4.jpeg,1,cgi,medium,1,x4
bb25fa4c,natural_medium_1_x2.jpeg,4,natural,medium,1,x2
bb25fa4c,ai_low_3_x4.png,3,ai,low,3,x4
bb25fa4c,natural_medium_2_x2.jpeg,4,natural,medium,2,x2
bb25fa4c,natural_high_3_x4.jpeg,2,natural,high,3,x4
bb25fa4c,ai_medium_3_x2.png,5,ai,medium,3,x2
bb25fa4c,cgi_low_2_x4.jpg,2,cgi,low,2,x4
bb25fa4c,ai_low_2_x4.png,3,ai,low,2,x4
bb25fa4c,natural_high_1_x4.jpeg,2,natural,high,1,x4
bb25fa4c,natural_low_3_x4.jpg,2,natural,low,3,x4
bb25fa4c,cgi_low_2_x2.jpg,4,cgi,low,2,x2
bb25fa4c,cgi_high_2_x2.jpg,5,cgi,high,2,x2
bb25fa4c,ai_medium_2_x4.png,3,ai,medium,2,x4
bb25fa4c,natural_medium_1_x4.jpeg,2,natural,medium,1,x4
bb25fa4c,cgi_high_2_x4.jpg,2,cgi,high,2,x4
bb25fa4c,natural_high_1_x2.jpeg,5,natural,high,1,x2
bb25fa4c,natural_medium_2_x4.jpeg,2,natural,medium,2,x4
bb25fa4c,natural_medium_3_x2.jpeg,4,natural,medium,3,x2
bb25fa4c,cgi_medium_3_x4.jpg,2,cgi,medium,3,x4
bb25fa4c,cgi_medium_1_x2.jpeg,4,cgi,medium,1,x2
bb25fa4c,cgi_medium_3_x2.jpg,3,cgi,medium,3,x2
bb25fa4c,natural_low_2_x2.jpg,4,natural,low,2,x2
bb25fa4c,natural_low_1_x2.jpeg,5,natural,low,1,x2
bb25fa4c,natural_medium_3_x4.jpeg,3,natural,medium,3,x4
bb25fa4c,cgi_low_3_x4.png,2,cgi,low,3,x4
bb25fa4c,natural_low_3_x2.jpg,3,natural,low,3,x2
bb25fa4c,cgi_high_1_x4.jpeg,2,cgi,high,1,x4
bb25fa4c,ai_medium_2_x2.png,5,ai,medium,2,x2
bb25fa4c,cgi_low_1_x2.jpg,5,cgi,low,1,x2
bb25fa4c,cgi_medium_2_x2.jpg,5,cgi,medium,2,x2
c88e8dea,cgi_high_1_x2.jpeg,2,cgi,high,1,x2
c88e8dea,ai_medium_3_x4.png,2,ai,medium,3,x4
c88e8dea,natural_medium_2_x4.jpeg,1,natural,medium,2,x4
c88e8dea,cgi_low_3_x2.png,5,cgi,low,3,x2
c88e8dea,ai_high_2_x4.png,1,ai,high,2,x4
c88e8dea,cgi_medium_3_x4.jpg,1,cgi,medium,3,x4
c88e8dea,natural_high_2_x4.jpeg,1,natural,high,2,x4
c88e8dea,natural_high_1_x4.jpeg,1,natural,high,1,x4
c88e8dea,natural_low_1_x2.jpeg,5,natural,low,1,x2
c88e8dea,ai_low_2_x4.png,3,ai,low,2,x4
c88e8dea,ai_high_3_x2.png,5,ai,high,3,x2
c88e8dea,ai_low_3_x4.png,3,ai,low,3,x4
c88e8dea,natural_high_2_x2.jpeg,5,natural,high,2,x2
c88e8dea,ai_low_3_x2.png,5,ai,low,3,x2
c88e8dea,ai_high_1_x4.png,3,ai,high,1,x4
c88e8dea,natural_low_1_x4.jpeg,2,natural,low,1,x4
c88e8dea,natural_medium_3_x4.jpeg,3,natural,medium,3,x4
c88e8dea,ai_high_2_x2.png,4,ai,high,2,x2
c88e8dea,natural_medium_1_x4.jpeg,3,natural,medium,1,x4
c88e8dea,ai_low_2_x2.png,5,ai,low,2,x2
c88e8dea,natural_high_3_x4.jpeg,2,natural,high,3,x4
c88e8dea,cgi_low_1_x2.jpg,4,cgi,low,1,x2
c88e8dea,natural_high_3_x2.jpeg,4,natural,high,3,x2
c88e8dea,natural_low_2_x4.jpg,3,natural,low,2,x4
c88e8dea,cgi_medium_2_x2.jpg,3,cgi,medium,2,x2
c88e8dea,cgi_high_2_x2.jpg,4,cgi,high,2,x2
c88e8dea,cgi_high_2_x4.jpg,4,cgi,high,2,x4
c88e8dea,natural_low_3_x4.jpg,2,natural,low,3,x4
c88e8dea,natural_high_1_x2.jpeg,3,natural,high,1,x2
c88e8dea,cgi_high_3_x2.jpg,3,cgi,high,3,x2
c88e8dea,natural_medium_2_x2.jpeg,3,natural,medium,2,x2
c88e8dea,cgi_medium_1_x2.jpeg,4,cgi,medium,1,x2
c88e8dea,natural_medium_3_x2.jpeg,5,natural,medium,3,x2
c88e8dea,ai_low_1_x4.png,3,ai,low,1,x4
c88e8dea,natural_low_2_x2.jpg,5,natural,low,2,x2
c88e8dea,cgi_high_1_x4.jpeg,3,cgi,high,1,x4
c88e8dea,natural_medium_1_x2.jpeg,4,natural,medium,1,x2
c88e8dea,ai_medium_2_x2.png,5,ai,medium,2,x2
c88e8dea,cgi_medium_1_x4.jpeg,2,cgi,medium,1,x4
c88e8dea,cgi_low_2_x2.jpg,2,cgi,low,2,x2
c88e8dea,natural_low_3_x2.jpg,3,natural,low,3,x2
c88e8dea,ai_high_1_x2.png,5,ai,high,1,x2
c88e8dea,ai_medium_2_x4.png,2,ai,medium,2,x4
c88e8dea,ai_medium_1_x2.png,4,ai,medium,1,x2
c88e8dea,cgi_low_2_x4.jpg,2,cgi,low,2,x4
c88e8dea,ai_medium_3_x2.png,3,ai,medium,3,x2
c88e8dea,cgi_high_3_x4.jpg,2,cgi,high,3,x4
c88e8dea,ai_low_1_x2.png,5,ai,low,1,x2
c88e8dea,cgi_low_3_x4.png,2,cgi,low,3,x4
c88e8dea,cgi_medium_2_x4.jpg,2,cgi,medium,2,x4
c88e8dea,cgi_medium_3_x2.jpg,3,cgi,medium,3,x2
c88e8dea,ai_medium_1_x4.png,2,ai,medium,1,x4
c88e8dea,ai_high_3_x4.png,2,ai,high,3,x4
c88e8dea,cgi_low_1_x4.jpg,3,cgi,low,1,x4
e5fe38db,cgi_medium_3_x2.jpg,4,cgi,medium,3,x2
e5fe38db,natural_high_3_x4.jpeg,2,natural,high,3,x4
e5fe38db,natural_high_3_x2.jpeg,4,natural,high,3,x2
e5fe38db,ai_high_3_x4.png,3,ai,high,3,x4
e5fe38db,natural_low_3_x2.jpg,4,natural,low,3,x2
e5fe38db,natural_low_2_x2.jpg,4,natural,low,2,x2
e5fe38db,cgi_high_2_x4.jpg,3,cgi,high,2,x4
e5fe38db,cgi_low_2_x4.jpg,3,cgi,low,2,x4
e5fe38db,cgi_high_3_x2.jpg,5,cgi,high,3,x2
e5fe38db,natural_medium_3_x2.jpeg,5,natural,medium,3,x2
e5fe38db,ai_low_2_x2.png,5,ai,low,2,x2
e5fe38db,cgi_low_3_x4.png,3,cgi,low,3,x4
e5fe38db,ai_low_3_x2.png,5,ai,low,3,x2
e5fe38db,natural_high_2_x4.jpeg,2,natural,high,2,x4
e5fe38db,ai_medium_1_x2.png,4,ai,medium,1,x2
e5fe38db,cgi_medium_1_x4.jpeg,2,cgi,medium,1,x4
e5fe38db,cgi_low_1_x4.jpg,1,cgi,low,1,x4
e5fe38db,cgi_low_2_x2.jpg,5,cgi,low,2,x2
e5fe38db,natural_medium_2_x2.jpeg,4,natural,medium,2,x2
e5fe38db,ai_high_2_x2.png,4,ai,high,2,x2
e5fe38db,cgi_medium_1_x2.jpeg,5,cgi,medium,1,x2
e5fe38db,natural_high_1_x4.jpeg,2,natural,high,1,x4
e5fe38db,ai_medium_3_x4.png,3,ai,medium,3,x4
e5fe38db,ai_low_1_x2.png,5,ai,low,1,x2
e5fe38db,ai_medium_1_x4.png,2,ai,medium,1,x4
e5fe38db,cgi_high_3_x4.jpg,2,cgi,high,3,x4
e5fe38db,ai_high_2_x4.png,1,ai,high,2,x4
e5fe38db,ai_high_1_x2.png,4,ai,high,1,x2
e5fe38db,natural_medium_2_x4.jpeg,2,natural,medium,2,x4
e5fe38db,natural_high_2_x2.jpeg,4,natural,high,2,x2
e5fe38db,ai_medium_3_x2.png,5,ai,medium,3,x2
e5fe38db,ai_medium_2_x2.png,5,ai,medium,2,x2
e5fe38db,ai_low_3_x4.png,3,ai,low,3,x4
e5fe38db,ai_low_1_x4.png,3,ai,low,1,x4
e5fe38db,natural_low_3_x4.jpg,3,natural,low,3,x4
e5fe38db,natural_medium_1_x4.jpeg,2,natural,medium,1,x4
e5fe38db,cgi_high_1_x4.jpeg,1,cgi,high,1,x4
e5fe38db,cgi_low_3_x2.png,4,cgi,low,3,x2
e5fe38db,cgi_high_2_x2.jpg,5,cgi,high,2,x2
e5fe38db,natural_medium_3_x4.jpeg,2,natural,medium,3,x4
e5fe38db,cgi_medium_2_x4.jpg,2,cgi,medium,2,x4
e5fe38db,cgi_medium_3_x4.jpg,1,cgi,medium,3,x4
e5fe38db,cgi_high_1_x2.jpeg,3,cgi,high,1,x2
e5fe38db,ai_medium_2_x4.png,2,ai,medium,2,x4
e5fe38db,cgi_medium_2_x2.jpg,5,cgi,medium,2,x2
e5fe38db,natural_low_1_x2.jpeg,3,natural,low,1,x2
e5fe38db,natural_medium_1_x2.jpeg,4,natural,medium,1,x2
e5fe38db,cgi_low_1_x2.jpg,5,cgi,low,1,x2
e5fe38db,natural_high_1_x2.jpeg,3,natural,high,1,x2
e5fe38db,ai_high_1_x4.png,1,ai,high,1,x4
e5fe38db,natural_low_2_x4.jpg,2,natural,low,2,x4
e5fe38db,ai_low_2_x4.png,3,ai,low,2,x4
e5fe38db,ai_high_3_x2.png,4,ai,high,3,x2
e5fe38db,natural_low_1_x4.jpeg,1,natural,low,1,x4
f8ba384d,natural_high_3_x2.jpeg,2,natural,high,3,x2
f8ba384d,cgi_medium_2_x4.jpg,2,cgi,medium,2,x4
f8ba384d,natural_medium_2_x4.jpeg,2,natural,medium,2,x4
f8ba384d,natural_medium_2_x2.jpeg,3,natural,medium,2,x2
f8ba384d,natural_low_3_x4.jpg,2,natural,low,3,x4
f8ba384d,ai_medium_1_x4.png,4,ai,medium,1,x4
f8ba384d,ai_low_1_x4.png,3,ai,low,1,x4
f8ba384d,cgi_low_2_x2.jpg,4,cgi,low,2,x2
f8ba384d,natural_low_1_x4.jpeg,2,natural,low,1,x4
f8ba384d,natural_low_2_x2.jpg,4,natural,low,2,x2
f8ba384d,ai_high_3_x2.png,5,ai,high,3,x2
f8ba384d,cgi_medium_1_x2.jpeg,3,cgi,medium,1,x2
f8ba384d,ai_high_1_x2.png,4,ai,high,1,x2
f8ba384d,ai_high_2_x4.png,2,ai,high,2,x4
f8ba384d,ai_medium_2_x2.png,4,ai,medium,2,x2
f8ba384d,ai_high_2_x2.png,4,ai,high,2,x2
f8ba384d,natural_medium_3_x2.jpeg,4,natural,medium,3,x2
f8ba384d,natural_low_2_x4.jpg,3,natural,low,2,x4
f8ba384d,cgi_low_3_x2.png,4,cgi,low,3,x2
f8ba384d,ai_high_1_x4.png,2,ai,high,1,x4
f8ba384d,cgi_high_2_x2.jpg,4,cgi,high,2,x2
f8ba384d,cgi_low_1_x2.jpg,4,cgi,low,1,x2
f8ba384d,ai_medium_2_x4.png,3,ai,medium,2,x4
f8ba384d,natural_medium_3_x4.jpeg,2,natural,medium,3,x4
f8ba384d,cgi_medium_3_x4.jpg,2,cgi,medium,3,x4
f8ba384d,cgi_low_3_x4.png,2,cgi,low,3,x4
f8ba384d,natural_low_3_x2.jpg,3,natural,low,3,x2
f8ba384d,natural_high_1_x4.jpeg,1,natural,high,1,x4
f8ba384d,ai_low_2_x2.png,5,ai,low,2,x2
f8ba384d,ai_medium_3_x4.png,3,ai,medium,3,x4
f8ba384d,natural_high_2_x4.jpeg,2,natural,high,2,x4
f8ba384d,cgi_high_1_x4.jpeg,2,cgi,high,1,x4
f8ba384d,cgi_high_3_x2.jpg,5,cgi,high,3,x2
f8ba384d,cgi_high_1_x2.jpeg,3,cgi,high,1,x2
f8ba384d,cgi_high_3_x4.jpg,2,cgi,high,3,x4
f8ba384d,cgi_medium_1_x4.jpeg,2,cgi,medium,1,x4
f8ba384d,ai_low_3_x2.png,5,ai,low,3,x2
f8ba384d,cgi_medium_2_x2.jpg,4,cgi,medium,2,x2
f8ba384d,ai_medium_1_x2.png,5,ai,medium,1,x2
f8ba384d,cgi_low_1_x4.jpg,2,cgi,low,1,x4
f8ba384d,natural_medium_1_x2.jpeg,4,natural,medium,1,x2
f8ba384d,ai_medium_3_x2.png,5,ai,medium,3,x2
f8ba384d,ai_high_3_x4.png,2,ai,high,3,x4
f8ba384d,ai_low_3_x4.png,2,ai,low,3,x4
f8ba384d,cgi_low_2_x4.jpg,1,cgi,low,2,x4
f8ba384d,ai_low_2_x4.png,2,ai,low,2,x4
f8ba384d,natural_high_2_x2.jpeg,3,natural,high,2,x2
f8ba384d,natural_medium_1_x4.jpeg,2,natural,medium,1,x4
f8ba384d,cgi_medium_3_x2.jpg,3,cgi,medium,3,x2
f8ba384d,natural_high_1_x2.jpeg,3,natural,high,1,x2
f8ba384d,natural_low_1_x2.jpeg,4,natural,low,1,x2
f8ba384d,cgi_high_2_x4.jpg,1,cgi,high,2,x4
f8ba384d,natural_high_3_x4.jpeg,1,natural,high,3,x4
f8ba384d,ai_low_1_x2.png,5,ai,low,1,x2
fcceea2c,ai_medium_2_x2.png,4,ai,medium,2,x2
fcceea2c,natural_high_2_x4.jpeg,1,natural,high,2,x4
fcceea2c,natural_medium_3_x4.jpeg,2,natural,medium,3,x4
fcceea2c,cgi_low_2_x2.jpg,4,cgi,low,2,x2
fcceea2c,ai_high_1_x2.png,4,ai,high,1,x2
fcceea2c,natural_medium_2_x2.jpeg,3,natural,medium,2,x2
fcceea2c,ai_medium_1_x2.png,2,ai,medium,1,x2
fcceea2c,ai_medium_3_x4.png,2,ai,medium,3,x4
fcceea2c,ai_high_3_x4.png,2,ai,high,3,x4
fcceea2c,cgi_medium_3_x2.jpg,2,cgi,medium,3,x2
fcceea2c,natural_medium_1_x2.jpeg,3,natural,medium,1,x2
fcceea2c,ai_high_2_x2.png,4,ai,high,2,x2
fcceea2c,ai_low_1_x4.png,4,ai,low,1,x4
fcceea2c,natural_high_2_x2.jpeg,3,natural,high,2,x2
fcceea2c,ai_high_3_x2.png,4,ai,high,3,x2
fcceea2c,natural_low_3_x2.jpg,1,natural,low,3,x2
fcceea2c,natural_low_3_x4.jpg,1,natural,low,3,x4
fcceea2c,cgi_high_1_x4.jpeg,2,cgi,high,1,x4
fcceea2c,cgi_high_2_x4.jpg,3,cgi,high,2,x4
fcceea2c,ai_high_2_x4.png,2,ai,high,2,x4
fcceea2c,ai_high_1_x4.png,2,ai,high,1,x4
fcceea2c,cgi_high_1_x2.jpeg,3,cgi,high,1,x2
fcceea2c,cgi_high_2_x2.jpg,5,cgi,high,2,x2
fcceea2c,natural_high_1_x4.jpeg,1,natural,high,1,x4
fcceea2c,natural_low_2_x4.jpg,2,natural,low,2,x4
fcceea2c,cgi_medium_2_x2.jpg,5,cgi,medium,2,x2
fcceea2c,natural_high_1_x2.jpeg,3,natural,high,1,x2
fcceea2c,natural_medium_3_x2.jpeg,4,natural,medium,3,x2
fcceea2c,natural_high_3_x4.jpeg,2,natural,high,3,x4
fcceea2c,natural_low_1_x2.jpeg,3,natural,low,1,x2
fcceea2c,natural_low_1_x4.jpeg,1,natural,low,1,x4
fcceea2c,cgi_low_1_x2.jpg,2,cgi,low,1,x2
fcceea2c,ai_low_2_x2.png,4,ai,low,2,x2
fcceea2c,ai_medium_3_x2.png,3,ai,medium,3,x2
fcceea2c,cgi_medium_1_x2.jpeg,4,cgi,medium,1,x2
fcceea2c,cgi_low_1_x4.jpg,1,cgi,low,1,x4
fcceea2c,natural_high_3_x2.jpeg,3,natural,high,3,x2
fcceea2c,cgi_medium_1_x4.jpeg,2,cgi,medium,1,x4
fcceea2c,natural_medium_2_x4.jpeg,2,natural,medium,2,x4
fcceea2c,ai_low_2_x4.png,2,ai,low,2,x4
fcceea2c,cgi_low_2_x4.jpg,1,cgi,low,2,x4
fcceea2c,cgi_low_3_x4.png,1,cgi,low,3,x4
fcceea2c,ai_low_3_x2.png,4,ai,low,3,x2
fcceea2c,cgi_high_3_x2.jpg,3,cgi,high,3,x2
fcceea2c,natural_medium_1_x4.jpeg,2,natural,medium,1,x4
fcceea2c,ai_low_3_x4.png,2,ai,low,3,x4
fcceea2c,cgi_high_3_x4.jpg,1,cgi,high,3,x4
fcceea2c,cgi_low_3_x2.png,3,cgi,low,3,x2
fcceea2c,cgi_medium_3_x4.jpg,1,cgi,medium,3,x4
fcceea2c,ai_medium_1_x4.png,2,ai,medium,1,x4
fcceea2c,cgi_medium_2_x4.jpg,3,cgi,medium,2,x4
fcceea2c,natural_low_2_x2.jpg,2,natural,low,2,x2
fcceea2c,ai_low_1_x2.png,4,ai,low,1,x2
fcceea2c,ai_medium_2_x4.png,2,ai,medium,2,x4
